calendar,name,start,end,location,description,fetched_at
User Group Events,Python Mauritius User Group (Pymug) March Meetup ,2020-03-28 06:00,2020-03-28 08:00,<Virtual>,"<a href=""https://www.meetup.com/MauritiusSoftwareCraftsmanshipCommunity/events/269296662/"" id=""ow994"" __is_owner=""true"">Pymug Meetup</a>

Join with Google Hangouts: https://hangouts.google.com/hangout...",2025-06-02 01:40:23 UTC
User Group Events,April Helsinki Python meetup - Wolt x Aiven,2024-04-03 14:30,2024-04-03 16:30,"Helsinki, Finland","<a href=""https://www.meetup.com/helpy-meetups/events/299649951/"">April Helsinki Python meetup - Wolt x Aiven</a>...",2025-06-02 01:40:23 UTC
User Group Events,"London Python Meetup ""Design your tests""",2014-07-17 17:30,2014-07-17 20:30,"The Skills Matter eXchange,            116-120 Goswell Road, EC1V 7DP,            London","<a href=""http://www.meetup.com/The-London-Python-Group-TLPG/events/193993552""> The London Python Meetup ""Design your tests""</a>...",2025-06-02 01:40:23 UTC
User Group Events,Big PyData BBQ #5: Large Language Models,2023-09-21 16:00,2023-09-21 20:00,"Heidelberg, Germany","<a href=""https://www.meetup.com/de-DE/pydata-suedwest/events/295202051/"">Big PyData BBQ #5: Large Language Models</a>...",2025-06-02 01:40:23 UTC
User Group Events,Pyladies Kampala Open source workshop,2022-11-29 06:00,2022-11-29 14:00,"Kampala,Uganda","<body><a href=""https://pyladieskla.github.io/"">Pyladies Kampala Open 
source workshop</a></body>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Kampala,2018-07-21 00:00,2018-07-22 00:00,"Kampala, Uganda","<a href=""https://djangogirls.org/kampala/"">Django Girls Kampala Workshop</a>...",2025-06-02 01:40:23 UTC
User Group Events,Boston Python October Presentation Night,2013-10-29 23:00,2013-10-30 01:00,"Microsoft New England Research & Development Center One Memorial Drive Suite 100 Cambridge, MA",http://www.meetup.com/bostonpython/events/131802142/...,2025-06-02 01:40:23 UTC
User Group Events,Python Firenze Meetup,2018-06-26 17:30,2018-06-26 20:30,"SMART HUB S.R.L., Via Quintino Sella 6/A,Firenze, Italy","<a href=""https://www.meetup.com/Python-Firenze/events/250739566/"">Python Firenze Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,LifeSciHack,2019-10-22 00:00,2019-10-23 00:00,"Mozilla House, MozFest 2019, London, UK","<a href=""http://www.lifescihack.com"">LifeSciHack</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Rize,2017-10-21 00:00,2017-10-22 00:00,"RİZE, TURKEY","<a href=""https://djangogirls.org/rize/"">Django Girls Rize</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Ibagué,2017-12-02 00:00,2017-12-03 00:00,"Ibagué, Colombia","<a href=""https://argentinaenpython.com/django-girls/2017/12/ibague/"">Django Girls Ibagué</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyLadies Asaba  First Meetup (Nigeria),2020-03-28 09:00,2020-03-28 15:00,Govt Model School Computer/Tech Laboratory Off Okpanam Road Asaba Delta State Nigeria.,"<a href=""https://www.eventbrite.com/e/launching-and-conference-tickets-85076224277"" id=""ow1141"" __is_owner=""true"">Pyladies Asaba Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Aba,2024-10-27 07:00,2024-10-27 08:00,"Aba, Abia, Nigeria","<pre><a href=""https://djangogirls.org/aba/"">Django Girls Aba</a></pre>...",2025-06-02 01:40:23 UTC
User Group Events,An Introduction to Graph Databases with GQLAlchemy and Python,2022-03-29 16:30,2022-03-29 18:00,Online,"<a href=""https://www.meetup.com/nl-NL/PyLadiesAMS/events/284174070/"">An Introduction to Graph Databases with GQLAlchemy and Python </a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Parnaíba 2024,2024-11-16 11:00,2024-11-16 20:30,"IFPI - Instituto Federal do Piauí - Campus Parnaíba, Avenida Monsenhor Antonio Sampaio, S/N. Bairro Dirceu Arcoverde. Parnaíba-PI. CEP: - Dirceu Arcoverde, Parnaíba - PI, 64211-145, Brazil","<a href=""https://djangogirls.org/pt-br/parnaiba/"">Django Girls Parnaíba 2024</a>...",2025-06-02 01:40:23 UTC
